Unnamed: 0,Ratings,RAM,ROM,Mobile_Size,Primary_Cam,Selfi_Cam,Battery_Power,Price
613,3.9,6.0,32.0,4.77,48,12.0,2800,982
581,4.1,6.0,64.0,4.5,48,9.78483245149912,3000,985
791,4.3,1.0,16.0,4.5,48,8.0,3000,869
517,3.9,5.0,32.0,4.54,48,8.0,3000,999
821,4.4,2.0,16.0,6.22,38,5.0,4030,9350
45,4.1,3.0,32.0,5.4,38,5.0,3000,7490
758,3.8,6.0,32.0,4.7,64,12.0,2000,3999
157,4.1,6.0,32.0,4.5,48,16.0,3000,649
628,4.1,6.0,32.0,44.0,48,9.78483245149912,3000,970
171,3.5,6.0,64.0,4.5,48,20.0,3000,1299
16,4.1,6.0,32.0,3.7,64,9.78483245149912,4700,990
511,4.3,2.0,32.0,6.1,8,5.0,3800,8490
48,3.8,4.0,64.0,4.54,48,9.78483245149912,1200,3580
809,4.6,4.0,64.0,6.2,35,8.0,3500,53990
515,4.0,4.0,32.0,5.7,38,2.0,3030,9999
582,4.6,8.0,256.0,6.55,48,1.0,3000,38050
480,4.4,6.0,128.0,6.39,48,12.0,3800,31999
283,4.4,4.0,64.0,6.35,38,2.0,5000,12900
721,3.4,6.0,64.0,4.5,48,9.78483245149912,3000,1099
225,3.9,6.0,32.0,4.58,48,5.0,3000,1499
26,3.8,12.0,24.0,2.0,64,9.78483245149912,1550,1690
657,4.6,8.0,256.0,6.67,48,1.0,4085,46969
437,4.6,8.0,128.0,6.1,48,12.0,3000,563000
364,4.5,8.0,128.0,6.7,35,12.0,4700,39999
229,3.9,8.0,64.0,4.54,64,32.0,2500,1710
37,4.0,6.0,32.0,4.5,48,9.78483245149912,3000,847
804,3.8,4.0,64.0,4.54,48,13.0,1200,3580
374,4.2,4.0,4.0,4.54,48,9.78483245149912,1020,2135
469,4.3,4.0,4.0,4.77,64,11.0,3500,1349
806,3.5,6.0,32.0,4.52,48,9.78483245149912,3500,2599
711,3.9,8.0,8.0,4.58,48,9.78483245149912,1900,1680
615,4.4,6.0,64.0,6.53,64,8.0,4700,16899
194,4.1,6.0,32.0,4.5,48,9.78483245149912,3000,849
713,3.9,6.0,32.0,4.58,48,9.78483245149912,3000,1499
722,3.8,4.0,64.0,4.54,48,9.78483245149912,1200,4277
503,3.8,6.0,64.0,4.5,64,9.78483245149912,3000,749
808,4.4,6.0,128.0,6.39,48,12.0,3800,31999
697,3.4,6.0,64.0,4.54,20,9.78483245149912,3500,1199
807,4.7,8.0,64.0,6.5,35,12.0,3500,117100
162,3.9,6.0,32.0,4.5,48,9.78483245149912,1750,999
594,4.4,8.0,128.0,6.44,48,13.0,4440,34990
152,3.2,6.0,64.0,4.5,64,8.0,3500,539
675,4.1,6.0,32.0,4.5,48,9.78483245149912,3000,985
593,4.5,6.0,64.0,4.7,35,5.0,3500,28999
637,4.4,6.0,128.0,6.26,48,2.0,3750,22999
111,4.5,8.0,128.0,6.7,64,1.0,4700,77999
226,4.5,6.0,64.0,6.3,48,2.0,3500,19990
583,4.6,8.0,128.0,6.55,48,1.0,3000,37319
103,4.3,3.0,32.0,5.5,38,1.0,3000,14990
421,4.4,6.0,64.0,6.38,48,8.0,4700,18990
419,3.8,6.0,32.0,4.77,48,15.0,3000,959
119,4.0,6.0,32.0,4.77,48,8.0,1100,685
53,4.4,6.0,128.0,6.39,48,12.0,3800,31999
151,4.3,8.0,64.0,4.77,48,5.0,3000,649
403,4.5,6.0,128.0,6.4,64,8.0,6000,19900
787,4.5,6.0,32.0,4.5,64,32.0,3000,649
207,3.2,6.0,64.0,44.0,48,9.78483245149912,3500,899
706,4.0,2.0,32.0,6.2,38,2.0,3800,9499
643,3.4,6.0,32.0,4.5,48,9.78483245149912,1050,629
8,4.4,4.0,128.0,6.53,48,2.0,4020,16490
678,4.3,4.0,4.0,4.5,64,9.78483245149912,3500,3000
36,4.2,6.0,32.0,4.54,48,18.0,1750,1549
452,3.6,8.0,32.0,4.5,48,8.0,3000,649
253,4.0,6.0,32.0,4.5,48,32.0,3500,998
303,4.5,8.0,128.0,6.7,64,1.0,4700,77999
629,4.6,8.0,256.0,6.41,48,5.0,3000,35999
571,4.5,4.0,64.0,6.3,48,5.0,3260,23990
780,4.2,6.0,32.0,4.54,48,22.0,1750,1390
633,4.5,6.0,128.0,6.39,48,13.0,3800,24999
262,3.9,6.0,32.0,4.54,48,9.78483245149912,3000,1049
297,3.8,6.0,32.0,4.5,64,9.78483245149912,1050,1299
414,4.4,8.0,128.0,6.4,64,13.0,4025,29990
150,4.1,1.0,16.0,5.4,8,5.0,3000,6999
819,4.1,6.0,32.0,4.54,64,20.0,3500,949
741,4.2,6.0,128.0,6.7,64,5.0,4700,25900
550,4.7,12.0,64.0,5.8,35,12.0,3500,121300
488,4.5,6.0,64.0,5.99,35,5.0,3800,13999
147,4.2,4.0,64.0,6.5,48,8.0,5000,16499
146,4.5,6.0,64.0,6.26,35,5.0,3800,17999
610,4.4,8.0,128.0,6.44,48,13.0,4440,34990
775,4.1,10.0,25.0,6.41,48,2.0,3000,39999
656,3.7,6.0,64.0,4.54,48,9.78483245149912,1500,749
348,4.4,8.0,128.0,6.44,48,13.0,4440,34990
463,3.9,6.0,32.0,4.77,48,9.78483245149912,1750,1451
325,4.4,2.0,32.0,6.22,38,5.0,4030,8996
186,3.5,6.0,64.0,4.5,48,16.0,3000,1199
123,3.7,4.0,40.0,4.58,48,8.0,3800,1799
712,4.4,8.0,128.0,6.7,48,8.0,3000,40900
608,4.5,8.0,128.0,6.7,35,12.0,4700,39999
143,3.6,6.0,64.0,4.5,48,4.0,3000,1199
798,3.4,4.0,64.0,5.5,48,5.0,3000,13999
197,4.1,6.0,32.0,4.54,48,20.0,3000,1199
609,4.3,6.0,64.0,6.5,48,8.0,5000,18499
279,4.3,4.0,64.0,7.0,48,5.0,6000,9999
293,4.5,8.0,128.0,6.7,48,12.0,4700,47999
400,4.1,8.0,64.0,4.77,48,9.78483245149912,3000,1275
122,4.3,6.0,32.0,4.4,64,9.78483245149912,3000,960
183,3.4,0.0,64.0,4.5,48,9.78483245149912,3000,595
202,3.7,6.0,64.0,4.5,48,20.0,3000,1199
438,4.2,12.0,24.0,4.77,48,9.78483245149912,3000,1149
246,4.0,6.0,32.0,4.58,48,20.0,3700,1300
415,3.7,0.0,64.0,4.54,64,9.78483245149912,3500,949
740,3.7,6.0,32.0,4.5,64,9.78483245149912,1050,699
129,4.3,4.0,32.0,6.22,38,5.0,3260,13950
402,4.5,4.0,64.0,5.6,35,20.0,3000,30999
659,4.4,6.0,128.0,6.5,48,5.0,4700,17990
650,3.6,8.0,64.0,4.54,64,15.0,2500,1079
760,4.1,6.0,32.0,3.7,64,9.78483245149912,3500,990
219,3.4,6.0,64.0,4.5,48,5.0,3000,1099
762,4.6,6.0,128.0,6.67,48,8.0,3800,42990
634,4.4,8.0,128.0,6.7,64,12.0,4700,32999
765,4.5,8.0,64.0,4.7,35,7.0,3500,38999
624,4.0,6.0,32.0,4.5,48,12.0,4700,1049
703,4.6,8.0,256.0,6.67,26,20.0,4780,53990
745,4.3,4.0,128.0,6.0,48,13.0,3000,24999
386,4.5,4.0,64.0,6.26,35,5.0,3000,14995
810,4.1,8.0,64.0,4.54,64,9.78483245149912,2500,1390
509,3.7,6.0,64.0,4.54,48,9.78483245149912,2800,649
267,4.5,4.0,128.0,6.5,48,8.0,5000,11999
688,3.8,6.0,32.0,4.5,64,9.78483245149912,1050,1299
441,4.2,4.0,64.0,4.5,64,9.78483245149912,3500,1098
496,4.5,4.0,64.0,6.3,48,5.0,3260,23990
112,3.9,6.0,32.0,4.5,48,9.78483245149912,3000,899
232,4.4,4.0,64.0,5.99,48,2.0,3225,22221
727,4.1,8.0,64.0,4.77,48,9.78483245149912,3000,1275
607,4.5,4.0,128.0,6.38,48,8.0,4700,16990
373,3.5,6.0,64.0,4.5,48,5.0,3000,599
233,3.5,8.0,32.0,4.5,48,13.0,2500,799
660,4.0,6.0,32.0,4.77,48,9.78483245149912,3000,980
317,3.5,6.0,64.0,4.5,48,9.78483245149912,3000,599
648,4.2,6.0,32.0,4.54,48,15.0,2500,1259
410,4.2,6.0,32.0,4.54,48,20.0,1200,1499
749,4.7,8.0,64.0,5.8,35,12.0,3500,140300
358,4.0,6.0,32.0,4.5,48,5.0,3000,1049
258,4.5,6.0,64.0,6.3,48,2.0,3750,25999
627,4.5,8.0,128.0,6.7,35,12.0,4700,39999
632,3.9,6.0,32.0,4.54,48,9.78483245149912,3000,1349
282,4.3,2.0,32.0,6.2,38,2.0,4230,8990
376,4.5,8.0,256.0,6.6,48,13.0,4065,41990
384,4.2,6.0,32.0,4.54,48,5.0,2500,1259
224,4.4,6.0,64.0,6.5,48,5.0,3800,24990
793,4.5,6.0,128.0,6.39,48,13.0,4030,24999
684,4.4,8.0,128.0,6.7,64,5.0,4700,29999
472,4.5,8.0,128.0,6.44,48,13.0,4100,29499
347,4.2,8.0,64.0,4.5,16,9.78483245149912,3000,799
505,3.9,6.0,32.0,4.5,48,9.78483245149912,3000,999
639,4.4,12.0,25.0,6.44,48,13.0,4440,44990
824,3.8,4.0,64.0,4.54,48,15.0,1200,3580
773,4.7,8.0,64.0,5.8,35,12.0,3500,140300
754,4.5,8.0,256.0,6.18,35,5.0,3800,22999
619,4.3,6.0,64.0,6.5,48,8.0,5000,18499
714,3.9,6.0,32.0,4.58,48,9.78483245149912,3000,1499
645,3.7,8.0,64.0,4.5,64,9.78483245149912,1050,799
707,4.1,6.0,32.0,4.7,48,9.78483245149912,3800,1399
556,3.8,6.0,32.0,4.4,48,32.0,3800,930
577,4.7,6.0,32.0,4.5,25,9.78483245149912,1080,649
85,3.9,1.0,16.0,4.58,48,8.0,3000,1399
242,3.2,6.0,64.0,44.0,48,9.78483245149912,3500,899
159,3.9,6.0,32.0,4.5,48,9.78483245149912,3000,813
524,4.5,6.0,64.0,6.3,48,5.0,4045,15999
35,4.6,12.0,128.0,6.1,35,7.0,3500,573000
540,4.7,6.0,32.0,4.5,64,15.0,3000,649
170,4.4,8.0,128.0,6.7,48,8.0,3000,52962
654,4.1,6.0,32.0,4.54,48,20.0,3500,3399
716,3.7,6.0,32.0,4.5,48,9.78483245149912,3000,645
708,3.6,6.0,64.0,4.5,48,5.0,3000,1099
786,4.3,6.0,32.0,4.5,64,21.0,3000,649
95,3.6,6.0,32.0,4.54,64,8.0,2800,1125
563,4.1,6.0,32.0,4.54,48,20.0,3000,3149
240,4.4,4.0,64.0,6.0,48,9.78483245149912,3750,11950
574,3.9,4.0,24.0,4.77,48,9.78483245149912,1750,984
690,3.7,2.0,16.0,5.5,8,9.78483245149912,4200,5498
460,3.6,6.0,32.0,4.54,38,0.0,1200,945
553,3.5,6.0,32.0,4.5,64,9.78483245149912,1050,799
733,4.6,6.0,128.0,6.41,48,5.0,3000,32999
206,4.5,6.0,128.0,5.8,48,12.0,3100,59000
392,3.9,4.0,64.0,4.54,64,9.78483245149912,1750,1399
397,4.3,6.0,32.0,4.58,64,12.0,1750,1799
709,4.3,4.0,128.0,6.59,48,8.0,3800,16899
217,3.8,4.0,64.0,4.54,48,9.78483245149912,1200,4399
4,4.5,6.0,128.0,6.18,35,15.0,3800,18999
642,3.4,6.0,32.0,4.5,48,9.78483245149912,1050,629
748,4.4,6.0,64.0,6.4,48,5.0,3800,18999
612,3.9,8.0,64.0,4.5,16,9.78483245149912,3000,799
546,3.4,4.0,64.0,5.5,48,5.0,3000,13999
683,4.5,6.0,128.0,6.18,35,5.0,3800,18999
98,3.7,6.0,32.0,4.5,64,9.78483245149912,3000,749
573,3.7,12.0,64.0,4.5,48,9.78483245149912,1050,699
406,4.1,1.0,16.0,5.0,5,2.0,2500,5049
502,3.8,6.0,64.0,4.5,64,9.78483245149912,3000,749
47,4.3,1.0,16.0,4.5,48,2.0,3000,869
32,4.0,4.0,64.0,5.5,38,1.0,4010,21499
200,4.0,6.0,32.0,4.54,48,9.78483245149912,3000,1640
134,4.2,4.0,22.0,4.503,48,9.78483245149912,3000,2025
27,3.7,6.0,32.0,4.77,48,9.78483245149912,1750,927
735,3.9,6.0,32.0,4.4,64,9.78483245149912,3500,890
230,3.1,6.0,32.0,4.5,48,9.78483245149912,3000,599
489,4.7,12.0,64.0,4.7,35,7.0,3500,56999
378,4.5,8.0,128.0,6.3,48,2.0,3500,15490
288,4.3,4.0,4.0,4.5,64,9.78483245149912,3500,3000
418,4.5,6.0,64.0,6.26,35,5.0,3000,16675
674,4.5,8.0,128.0,6.44,48,13.0,4100,29499
391,4.1,6.0,32.0,3.7,64,12.0,3500,945
592,4.4,4.0,128.0,6.5,48,8.0,5000,16990
498,4.3,3.0,32.0,5.65,38,2.0,3000,13999
138,3.9,6.0,32.0,4.54,64,9.78483245149912,1200,1299
62,3.8,6.0,32.0,4.4,48,9.78483245149912,3000,930
471,3.4,4.0,64.0,5.5,48,5.0,3000,13999
647,4.2,6.0,32.0,4.54,64,9.78483245149912,2500,1619
128,3.5,6.0,64.0,4.5,48,12.0,3000,639
814,4.3,4.0,4.0,4.77,64,9.78483245149912,3500,1349
520,4.5,8.0,256.0,6.5,48,8.0,3800,38990
64,3.8,6.0,32.0,4.54,64,9.78483245149912,4100,1149
14,4.5,8.0,256.0,6.67,48,8.0,3800,43999
156,3.5,6.0,64.0,4.5,48,8.0,3000,749
40,3.6,6.0,32.0,4.54,38,9.78483245149912,1200,945
492,3.6,1.0,32.0,4.5,48,9.78483245149912,3500,799
379,3.4,6.0,32.0,4.5,48,5.0,1050,629
187,3.5,6.0,64.0,4.5,48,9.78483245149912,3000,1199
216,4.1,6.0,32.0,4.54,48,5.0,3000,850
52,4.6,4.0,64.0,6.2,35,8.0,3500,53990
337,4.5,4.0,128.0,6.38,48,8.0,4700,16990
719,4.4,6.0,128.0,6.26,48,2.0,3750,22999
724,3.8,6.0,32.0,4.54,25,11.0,3800,1280
295,4.5,8.0,256.0,6.18,35,5.0,3800,22999
701,4.2,12.0,24.0,4.77,48,9.78483245149912,3500,999
251,4.7,10.0,10.0,4.5,48,11.0,3000,920
726,4.3,4.0,4.0,4.5,64,14.0,3500,1269
461,3.8,3.0,32.0,6.2,48,8.0,3000,15899
455,4.2,6.0,32.0,4.54,48,5.0,1750,1549
833,4.4,3.0,32.0,6.2,48,1.0,3800,9790
269,4.4,6.0,128.0,6.5,64,8.0,4700,16999
201,3.4,6.0,64.0,4.5,48,20.0,3000,599
161,4.4,6.0,64.0,6.38,48,8.0,4700,18999
555,3.8,6.0,32.0,4.4,48,9.78483245149912,3800,930
729,3.5,6.0,64.0,4.5,48,20.0,3000,1199
401,4.0,6.0,32.0,4.5,48,12.0,3000,949
702,4.6,8.0,128.0,6.67,26,20.0,4780,51987
476,4.0,6.0,32.0,4.54,64,9.78483245149912,2500,1695
105,4.4,4.0,32.0,5.7,48,2.0,3000,18990
565,4.6,12.0,64.0,5.5,35,12.0,3500,67820
389,4.1,6.0,32.0,4.54,48,20.0,3500,3399
1,3.4,6.0,64.0,4.5,48,12.0,4000,15999
781,3.5,6.0,64.0,4.5,48,22.0,3000,1199
561,3.9,3.0,16.0,5.0,38,5.0,4200,8990
80,4.4,6.0,128.0,6.3,48,5.0,3800,17990
205,3.9,34.0,64.0,4.5,48,21.0,3000,955
34,4.2,6.0,24.0,4.54,48,9.78483245149912,1750,1799
508,4.4,4.0,128.0,6.53,48,8.0,5000,16299
427,4.0,6.0,32.0,4.54,64,9.78483245149912,2500,1699
454,4.6,12.0,64.0,6.1,35,7.0,3500,573000
366,3.9,6.0,32.0,4.54,48,5.0,1750,1110
91,3.9,5.0,32.0,4.54,48,8.0,3000,999
339,4.5,8.0,64.0,4.7,35,7.0,5000,38999
564,4.1,6.0,32.0,4.54,64,9.78483245149912,1200,1599
345,3.9,6.0,32.0,4.77,48,9.78483245149912,2800,1099
776,4.2,12.0,24.0,4.77,48,9.78483245149912,3000,1149
241,4.1,4.0,4.0,4.54,48,12.0,3000,1540
13,3.8,6.0,32.0,4.7,64,8.0,3000,3999
315,4.5,6.0,128.0,6.39,48,13.0,3800,24999
600,4.7,8.0,64.0,6.1,35,12.0,3500,68300
387,4.2,4.0,4.0,4.5,64,5.0,3500,1349
273,4.4,3.0,32.0,6.35,38,8.0,5000,10990
166,4.3,6.0,64.0,4.4,64,8.0,3500,1200
829,4.4,6.0,128.0,6.39,48,12.0,3800,31999
646,4.4,8.0,256.0,6.44,48,8.0,4700,31990
484,3.7,10.0,32.0,4.5,64,9.78483245149912,3500,799
818,3.4,4.0,64.0,5.5,48,5.0,3000,13999
504,4.4,3.0,32.0,6.3,48,5.0,3800,9999
243,4.2,6.0,24.0,4.54,48,12.0,1750,1480
566,4.2,8.0,64.0,4.58,64,9.78483245149912,1750,1840
562,4.7,8.0,64.0,6.1,35,12.0,3500,68300
686,3.9,6.0,32.0,4.54,64,9.78483245149912,4100,1099
189,3.9,6.0,32.0,4.5,64,20.0,3000,950
782,3.5,8.0,25.0,4.5,48,22.0,3500,697
699,4.0,6.0,32.0,4.54,64,9.78483245149912,2500,1699
475,4.4,6.0,64.0,6.4,48,5.0,3800,18999
681,4.5,8.0,128.0,6.7,48,12.0,4700,47999
510,4.2,12.0,24.0,4.77,48,9.78483245149912,5000,3000
58,4.7,12.0,256.0,5.8,35,12.0,3800,121300
474,4.4,2.0,16.0,6.22,38,5.0,4030,9350
560,3.9,3.0,16.0,5.0,38,5.0,2500,8798
747,3.4,6.0,64.0,4.5,48,9.78483245149912,4700,599
252,3.0,6.0,35.0,4.54,48,23.0,2800,949
21,3.7,6.0,32.0,2.0,64,13.0,1550,1699
313,4.0,6.0,32.0,3.7,16,8.0,3000,975
459,3.6,6.0,32.0,4.54,38,20.0,1200,945
160,3.8,6.0,32.0,44.0,48,8.0,3000,890
276,4.3,3.0,32.0,6.22,38,2.0,4230,9990
191,4.5,8.0,128.0,6.44,48,13.0,4100,253000
385,4.2,6.0,32.0,4.54,64,9.78483245149912,2500,1619
805,4.0,6.0,32.0,4.54,64,11.0,2500,1695
413,4.4,8.0,128.0,6.4,64,13.0,4025,29990
491,4.1,6.0,32.0,4.54,48,20.0,3000,3149
343,4.1,3.0,32.0,6.26,38,9.78483245149912,3800,9999
769,4.0,6.0,32.0,4.54,48,11.0,1900,1399
308,3.8,6.0,32.0,4.54,48,8.0,3000,1349
661,4.1,8.0,64.0,4.77,48,18.0,3000,1275
130,3.8,6.0,32.0,4.54,48,9.78483245149912,3500,1149
663,4.1,8.0,64.0,4.77,48,18.0,3000,1275
99,4.5,8.0,256.0,6.39,48,13.0,3800,29999
372,4.5,6.0,128.0,6.39,48,13.0,3000,24999
87,4.0,6.0,32.0,4.77,48,9.78483245149912,3000,2100
458,4.1,8.0,128.0,6.4,35,20.0,3000,31590
330,3.8,6.0,32.0,4.7,64,5.0,3000,3999
214,3.5,1.0,20.0,4.54,48,9.78483245149912,2800,849
466,3.8,6.0,32.0,4.5,64,9.78483245149912,3000,649
121,4.1,6.0,25.0,4.54,48,12.0,3000,1369
614,3.9,6.0,32.0,4.77,48,9.78483245149912,2800,1099
20,4.1,8.0,64.0,4.54,64,9.78483245149912,2500,1199
700,4.4,4.0,128.0,6.53,48,2.0,3500,16490
71,3.6,1.0,32.0,4.5,48,10.0,3500,799
106,4.2,6.0,128.0,6.28,35,5.0,3200,36990
270,4.5,6.0,64.0,6.67,64,8.0,4700,17499
435,4.2,4.0,3.0,4.77,48,9.78483245149912,1750,1299
102,4.3,3.0,32.0,6.2,38,2.0,4230,9490
